fingerprint,line_count,file,directory,start_line,end_line
1ab07694a111e13c8f4309ab026bdb05,5,plugins/openlibrary/js/ile/utils/SelectionManager/SelectionManager.js,plugins/openlibrary/js/ile/utils/SelectionManager/,347,353
1ab07694a111e13c8f4309ab026bdb05,5,plugins/openlibrary/js/ile/utils/SelectionManager/SelectionManager.js,plugins/openlibrary/js/ile/utils/SelectionManager/,369,375
50409b8f747f8475b49c4effd78fd656,5,plugins/openlibrary/js/check-ins/index.js,plugins/openlibrary/js/check-ins/,161,168
50409b8f747f8475b49c4effd78fd656,5,plugins/openlibrary/js/check-ins/index.js,plugins/openlibrary/js/check-ins/,231,238
972b338483dec3e9a4c235e1885dfcd4,5,plugins/openlibrary/js/ile/utils/SelectionManager/SelectionManager.js,plugins/openlibrary/js/ile/utils/SelectionManager/,29,33
972b338483dec3e9a4c235e1885dfcd4,5,plugins/openlibrary/js/ile/utils/SelectionManager/SelectionManager.js,plugins/openlibrary/js/ile/utils/SelectionManager/,28,32
972b338483dec3e9a4c235e1885dfcd4,5,plugins/openlibrary/js/ile/utils/SelectionManager/SelectionManager.js,plugins/openlibrary/js/ile/utils/SelectionManager/,27,31
972b338483dec3e9a4c235e1885dfcd4,5,plugins/openlibrary/js/ile/index.js,plugins/openlibrary/js/ile/,29,33
972b338483dec3e9a4c235e1885dfcd4,5,plugins/openlibrary/js/merge-request-table/MergeRequestTable/TableRow.js,plugins/openlibrary/js/merge-request-table/MergeRequestTable/,105,129
972b338483dec3e9a4c235e1885dfcd4,5,plugins/openlibrary/js/merge-request-table/MergeRequestTable/TableRow.js,plugins/openlibrary/js/merge-request-table/MergeRequestTable/,97,123
972b338483dec3e9a4c235e1885dfcd4,5,plugins/openlibrary/js/merge-request-table/MergeRequestTable/TableRow.js,plugins/openlibrary/js/merge-request-table/MergeRequestTable/,91,117
972b338483dec3e9a4c235e1885dfcd4,5,plugins/openlibrary/js/merge-request-table/MergeRequestTable/TableRow.js,plugins/openlibrary/js/merge-request-table/MergeRequestTable/,85,111
8ceb8bfc8c6fd0cf8a97d5d807a2d668,5,plugins/openlibrary/js/add_provider.js,plugins/openlibrary/js/,42,46
8ceb8bfc8c6fd0cf8a97d5d807a2d668,5,plugins/openlibrary/js/add_provider.js,plugins/openlibrary/js/,49,53
4d5b51cc476acb8526d9c01671cb50ef,5,plugins/openlibrary/js/SearchBar.js,plugins/openlibrary/js/,166,175
4d5b51cc476acb8526d9c01671cb50ef,5,plugins/openlibrary/js/dropper/Dropper.js,plugins/openlibrary/js/dropper/,130,146
cc73ecbba1bb2407691f734048837916,5,plugins/openlibrary/js/bulk-tagger/BulkTagger.js,plugins/openlibrary/js/bulk-tagger/,175,184
cc73ecbba1bb2407691f734048837916,5,plugins/openlibrary/js/bulk-tagger/BulkTagger/MenuOption.js,plugins/openlibrary/js/bulk-tagger/BulkTagger/,167,176
496150a39152859bd0af09ec78d35629,5,plugins/openlibrary/js/ile/utils/SelectionManager/SelectionManager.js,plugins/openlibrary/js/ile/utils/SelectionManager/,390,395
496150a39152859bd0af09ec78d35629,5,plugins/openlibrary/js/ile/utils/SelectionManager/SelectionManager.js,plugins/openlibrary/js/ile/utils/SelectionManager/,396,401
6c98174f07a845f59a07418397d6a3d5,5,plugins/openlibrary/js/my-books/MyBooksDropper/ReadingLists.js,plugins/openlibrary/js/my-books/MyBooksDropper/,177,182
6c98174f07a845f59a07418397d6a3d5,5,plugins/openlibrary/js/my-books/MyBooksDropper/ReadingLists.js,plugins/openlibrary/js/my-books/MyBooksDropper/,181,187
44b16e68e677e509d22590e6e07d410c,5,plugins/openlibrary/js/lists/ListViewBody.js,plugins/openlibrary/js/lists/,9,17
44b16e68e677e509d22590e6e07d410c,5,plugins/openlibrary/js/lists/ListViewBody.js,plugins/openlibrary/js/lists/,23,31
86b4d7e51c44b6d60e694a1c99613905,5,plugins/openlibrary/js/SearchBar.js,plugins/openlibrary/js/,8,12
86b4d7e51c44b6d60e694a1c99613905,5,plugins/openlibrary/js/autocomplete.js,plugins/openlibrary/js/,276,280
86b4d7e51c44b6d60e694a1c99613905,5,plugins/openlibrary/js/dialog.js,plugins/openlibrary/js/,11,15
f8416698e8950062b13ede27ef0b166d,5,plugins/openlibrary/js/bulk-tagger/BulkTagger.js,plugins/openlibrary/js/bulk-tagger/,210,214
f8416698e8950062b13ede27ef0b166d,5,plugins/openlibrary/js/bulk-tagger/BulkTagger.js,plugins/openlibrary/js/bulk-tagger/,220,224
626ae14be7f642fdd30046c3f7350090,5,plugins/openlibrary/js/bulk-tagger/BulkTagger/MenuOption.js,plugins/openlibrary/js/bulk-tagger/BulkTagger/,4,8
626ae14be7f642fdd30046c3f7350090,5,plugins/openlibrary/js/bulk-tagger/models/Tag.js,plugins/openlibrary/js/bulk-tagger/models/,16,20
626ae14be7f642fdd30046c3f7350090,5,plugins/openlibrary/js/bulk-tagger/models/Tag.js,plugins/openlibrary/js/bulk-tagger/models/,5,9
626ae14be7f642fdd30046c3f7350090,5,plugins/openlibrary/js/merge-request-table/MergeRequestService.js,plugins/openlibrary/js/merge-request-table/,8,12
ce46364f3241aeafd80771ffa8129769,5,plugins/openlibrary/js/graphs/options.js,plugins/openlibrary/js/graphs/,11,15
ce46364f3241aeafd80771ffa8129769,5,plugins/openlibrary/js/graphs/options.js,plugins/openlibrary/js/graphs/,35,39
ce46364f3241aeafd80771ffa8129769,5,plugins/openlibrary/js/graphs/plot.js,plugins/openlibrary/js/graphs/,39,43
ce46364f3241aeafd80771ffa8129769,5,plugins/openlibrary/js/graphs/plot.js,plugins/openlibrary/js/graphs/,25,29
5d33b938a064f729f9834bcf86ee9cca,5,plugins/openlibrary/js/SearchBar.js,plugins/openlibrary/js/,180,186
5d33b938a064f729f9834bcf86ee9cca,5,plugins/openlibrary/js/SearchBar.js,plugins/openlibrary/js/,186,192
81f5185deddfafb3a1604713dff368f6,5,plugins/openlibrary/js/graphs/plot.js,plugins/openlibrary/js/graphs/,22,26
81f5185deddfafb3a1604713dff368f6,5,plugins/openlibrary/js/graphs/plot.js,plugins/openlibrary/js/graphs/,151,155
81f5185deddfafb3a1604713dff368f6,5,plugins/openlibrary/js/graphs/plot.js,plugins/openlibrary/js/graphs/,181,185
3e6dcae8d7dff0e899832def67ba63fb,6,plugins/openlibrary/js/graphs/plot.js,plugins/openlibrary/js/graphs/,181,186
