fingerprint,line_count,file,directory,start_line,end_line
19cf3eeb302355a9b7951cc254eafabe,4,plugins/openlibrary/code.py,plugins/openlibrary/,635,638
19cf3eeb302355a9b7951cc254eafabe,4,plugins/openlibrary/code.py,plugins/openlibrary/,611,614
19cf3eeb302355a9b7951cc254eafabe,4,plugins/openlibrary/code.py,plugins/openlibrary/,587,590
d50f8117278975ff09391dbdd5be3787,4,admin/numbers.py,admin/,129,132
d50f8117278975ff09391dbdd5be3787,4,admin/numbers.py,admin/,112,115
f656b7861f71010f6dee430c0bf59ea2,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,1052,1055
f656b7861f71010f6dee430c0bf59ea2,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,999,1002
a4e5d42d055d90aa22e20537a18ed015,4,plugins/upstream/tests/test_addbook.py,plugins/upstream/tests/,377,381
a4e5d42d055d90aa22e20537a18ed015,4,plugins/upstream/tests/test_addbook.py,plugins/upstream/tests/,341,345
a4e5d42d055d90aa22e20537a18ed015,4,plugins/upstream/tests/test_addbook.py,plugins/upstream/tests/,305,309
a4e5d42d055d90aa22e20537a18ed015,4,plugins/upstream/tests/test_addbook.py,plugins/upstream/tests/,268,272
a4e5d42d055d90aa22e20537a18ed015,4,plugins/upstream/tests/test_addbook.py,plugins/upstream/tests/,231,235
a4e5d42d055d90aa22e20537a18ed015,4,plugins/upstream/tests/test_addbook.py,plugins/upstream/tests/,194,198
a4e5d42d055d90aa22e20537a18ed015,4,plugins/upstream/tests/test_addbook.py,plugins/upstream/tests/,96,100
e106970f8e175a18aff6c8f6b57fa5dc,4,plugins/upstream/tests/test_merge_authors.py,plugins/upstream/tests/,172,175
e106970f8e175a18aff6c8f6b57fa5dc,4,plugins/upstream/tests/test_merge_authors.py,plugins/upstream/tests/,158,161
d56a8201bb8e6074114643eafb68e253,4,tests/solr/test_utils.py,tests/solr/,70,73
d56a8201bb8e6074114643eafb68e253,4,tests/solr/test_utils.py,tests/solr/,22,25
5b27b8e22f7ebc2b99c3de13e7cedc62,4,plugins/ol_infobase.py,plugins/,476,481
5b27b8e22f7ebc2b99c3de13e7cedc62,4,data/dump.py,data/,277,282
f55b4b36599a942143da788f87d6339f,4,plugins/openlibrary/swagger.py,plugins/openlibrary/,1,6
f55b4b36599a942143da788f87d6339f,4,plugins/openlibrary/authors.py,plugins/openlibrary/,1,6
965b2ea2fb225c258a431220e032293e,4,plugins/upstream/checkins.py,plugins/upstream/,214,218
965b2ea2fb225c258a431220e032293e,4,plugins/upstream/checkins.py,plugins/upstream/,178,182
965b2ea2fb225c258a431220e032293e,4,plugins/upstream/checkins.py,plugins/upstream/,87,91
8749eb46059cd36899a634b49e661032,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,1490,1494
8749eb46059cd36899a634b49e661032,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,1386,1390
8749eb46059cd36899a634b49e661032,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,1260,1264
8749eb46059cd36899a634b49e661032,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,1141,1145
2527ad1f9aea22721b0d1ec7d70f1a14,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,1007,1010
2527ad1f9aea22721b0d1ec7d70f1a14,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,997,1000
f7d955442e4100ec5dad68fa69e21d56,4,core/civicrm.py,core/,87,90
f7d955442e4100ec5dad68fa69e21d56,4,core/civicrm.py,core/,36,39
c3e08caf5ccd5020017c444c7ab5562c,4,core/yearly_reading_goals.py,core/,106,109
c3e08caf5ccd5020017c444c7ab5562c,4,core/yearly_reading_goals.py,core/,79,82
c3e08caf5ccd5020017c444c7ab5562c,4,core/yearly_reading_goals.py,core/,61,64
c3e08caf5ccd5020017c444c7ab5562c,4,core/yearly_reading_goals.py,core/,44,47
c3e08caf5ccd5020017c444c7ab5562c,4,core/yearly_reading_goals.py,core/,32,35
3d7b7fbeda8aa8dabffc636c9a508bc8,4,plugins/openlibrary/code.py,plugins/openlibrary/,367,371
3d7b7fbeda8aa8dabffc636c9a508bc8,4,plugins/openlibrary/code.py,plugins/openlibrary/,342,345
5939fb0701359b08f1afc4d239d44534,4,tests/solr/updater/test_work.py,tests/solr/updater/,37,40
5939fb0701359b08f1afc4d239d44534,4,tests/solr/updater/test_work.py,tests/solr/updater/,30,33
333468334486dec2d3a36dac080f4caf,4,core/sponsorships.py,core/,1,4
333468334486dec2d3a36dac080f4caf,4,core/fulltext.py,core/,1,5
9fbda981f0f561f6391c654e1df5d390,4,core/imports.py,core/,319,322
9fbda981f0f561f6391c654e1df5d390,4,core/imports.py,core/,307,310
9e81deac271b54ef8e1c174d729354a3,4,core/observations.py,core/,511,514
9e81deac271b54ef8e1c174d729354a3,4,core/observations.py,core/,17,20
df5c40c397b326e6ab4803583adf2fc8,4,core/observations.py,core/,814,817
df5c40c397b326e6ab4803583adf2fc8,4,core/bookshelves.py,core/,71,74
81389b4dd83909bb65409c9837377623,4,tests/core/test_db.py,tests/core/,361,364
81389b4dd83909bb65409c9837377623,4,tests/core/test_db.py,tests/core/,227,230
81389b4dd83909bb65409c9837377623,4,tests/core/test_db.py,tests/core/,86,89
25014851101e31e3afb23f3dd940b250,4,coverstore/code.py,coverstore/,5,10
25014851101e31e3afb23f3dd940b250,4,core/ia.py,core/,4,7
c703aee3a7e9ef1f9b438c68d868fabe,4,plugins/upstream/account.py,plugins/upstream/,227,230
c703aee3a7e9ef1f9b438c68d868fabe,4,plugins/upstream/account.py,plugins/upstream/,206,209
c703aee3a7e9ef1f9b438c68d868fabe,4,plugins/upstream/account.py,plugins/upstream/,189,192
c703aee3a7e9ef1f9b438c68d868fabe,4,plugins/openlibrary/api.py,plugins/openlibrary/,645,648
723236f109d997e54f2808683389613c,4,core/observations.py,core/,827,830
723236f109d997e54f2808683389613c,4,core/observations.py,core/,804,807
d4232014245e877866106a79e993b1bd,4,i18n/__init__.py,i18n/,285,288
d4232014245e877866106a79e993b1bd,4,i18n/__init__.py,i18n/,279,282
dcd5fd738b14cb72b8cf50627caaf18e,4,plugins/upstream/models.py,plugins/upstream/,408,411
dcd5fd738b14cb72b8cf50627caaf18e,4,plugins/upstream/merge_authors.py,plugins/upstream/,210,213
dcd5fd738b14cb72b8cf50627caaf18e,4,plugins/books/dynlinks.py,plugins/books/,240,243
2d55102c44c431fb9a656bc515c6ca39,4,plugins/openlibrary/bulk_tag.py,plugins/openlibrary/,61,64
2d55102c44c431fb9a656bc515c6ca39,4,plugins/openlibrary/api.py,plugins/openlibrary/,558,561
2d55102c44c431fb9a656bc515c6ca39,4,plugins/openlibrary/api.py,plugins/openlibrary/,542,545
2d55102c44c431fb9a656bc515c6ca39,4,plugins/openlibrary/api.py,plugins/openlibrary/,242,245
2d55102c44c431fb9a656bc515c6ca39,4,plugins/openlibrary/api.py,plugins/openlibrary/,184,187
59eb28ace7439fcb1c2c92e20e40acf0,4,plugins/upstream/adapter.py,plugins/upstream/,224,227
59eb28ace7439fcb1c2c92e20e40acf0,4,plugins/upstream/adapter.py,plugins/upstream/,194,197
f58cf39d48268e996cb02fcd8efcad90,4,core/observations.py,core/,390,393
f58cf39d48268e996cb02fcd8efcad90,4,core/observations.py,core/,283,286
f58cf39d48268e996cb02fcd8efcad90,4,core/observations.py,core/,266,269
f58cf39d48268e996cb02fcd8efcad90,4,core/observations.py,core/,178,181
f58cf39d48268e996cb02fcd8efcad90,4,core/observations.py,core/,138,141
f58cf39d48268e996cb02fcd8efcad90,4,core/observations.py,core/,101,104
f58cf39d48268e996cb02fcd8efcad90,4,core/observations.py,core/,86,89
f235fea6af82ef2b1f7f769d3613982f,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,1420,1423
f235fea6af82ef2b1f7f769d3613982f,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,815,818
6f04b271f2d2cf6bb2ac1488fc35e9eb,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,753,757
6f04b271f2d2cf6bb2ac1488fc35e9eb,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,672,676
6f04b271f2d2cf6bb2ac1488fc35e9eb,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,332,335
ab7d1d6593ce15a2b1a8fcbb1b359713,4,tests/core/test_db.py,tests/core/,525,528
ab7d1d6593ce15a2b1a8fcbb1b359713,4,tests/core/test_db.py,tests/core/,384,387
b4286b9854a46c795c33191e3fd33468,4,core/observations.py,core/,1080,1083
b4286b9854a46c795c33191e3fd33468,4,core/bookshelves_events.py,core/,110,114
3c13f69cf2b60b564c97f9fc87b555e0,4,plugins/openlibrary/processors.py,plugins/openlibrary/,32,35
3c13f69cf2b60b564c97f9fc87b555e0,4,plugins/openlibrary/processors.py,plugins/openlibrary/,23,26
123c240c435f236054064e2d44184458,4,coverstore/code.py,coverstore/,199,203
123c240c435f236054064e2d44184458,4,coverstore/code.py,coverstore/,152,156
1786a23554a6693461921e6f5c2703dc,4,catalog/marc/tests/test_marc.py,catalog/marc/tests/,197,200
1786a23554a6693461921e6f5c2703dc,4,catalog/marc/tests/test_marc.py,catalog/marc/tests/,178,181
1786a23554a6693461921e6f5c2703dc,4,catalog/marc/tests/test_marc.py,catalog/marc/tests/,152,156
f55d5a0e5be58e9108e5e239310fabe1,4,solr/updater/work.py,solr/updater/,562,566
f55d5a0e5be58e9108e5e239310fabe1,4,solr/updater/edition.py,solr/updater/,133,137
de56198faba7f599ba89d65266dbf7f5,4,plugins/upstream/tests/test_addbook.py,plugins/upstream/tests/,158,162
de56198faba7f599ba89d65266dbf7f5,4,plugins/upstream/tests/test_addbook.py,plugins/upstream/tests/,124,128
de56198faba7f599ba89d65266dbf7f5,4,plugins/upstream/tests/test_addbook.py,plugins/upstream/tests/,59,63
1399b11acbbd0114f791ced4696c1a8c,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,493,496
1399b11acbbd0114f791ced4696c1a8c,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,479,482
dd0ba04b433deb4b5c21c161661a28d6,4,plugins/upstream/edits.py,plugins/upstream/,135,138
dd0ba04b433deb4b5c21c161661a28d6,4,plugins/upstream/edits.py,plugins/upstream/,130,133
c555cf851dbca2d6e4875dba16647934,4,accounts/model.py,accounts/,295,298
c555cf851dbca2d6e4875dba16647934,4,accounts/model.py,accounts/,288,291
6c28cb3433ea40caa13b53fc7c2192d0,4,olbase/tests/test_events.py,olbase/tests/,44,47
6c28cb3433ea40caa13b53fc7c2192d0,4,olbase/tests/test_events.py,olbase/tests/,17,20
f79cf9d6a5df1bdb012a9fe49716e999,4,olbase/tests/test_events.py,olbase/tests/,54,58
f79cf9d6a5df1bdb012a9fe49716e999,4,olbase/tests/test_events.py,olbase/tests/,23,26
58d38104b0ac6aa8e36138cfdb5ad0bc,4,plugins/upstream/addbook.py,plugins/upstream/,1062,1065
58d38104b0ac6aa8e36138cfdb5ad0bc,4,plugins/upstream/addbook.py,plugins/upstream/,887,890
95804947586b63ce8a556a7e2b27e615,4,tests/core/test_unmarshal.py,tests/core/,24,28
95804947586b63ce8a556a7e2b27e615,4,api.py,,272,276
11b681e07ec9e1413cb4c62885ad0db7,4,tests/core/test_lending.py,tests/core/,37,41
11b681e07ec9e1413cb4c62885ad0db7,4,tests/core/test_lending.py,tests/core/,11,15
7af63440f3f4d2bf9181b4cf61700ad5,4,catalog/utils/__init__.py,catalog/utils/,364,367
7af63440f3f4d2bf9181b4cf61700ad5,4,catalog/add_book/__init__.py,catalog/add_book/,752,755
848ea8bada7c25b9eeee84f8609318bb,4,plugins/openlibrary/tests/test_lists.py,plugins/openlibrary/tests/,84,87
848ea8bada7c25b9eeee84f8609318bb,4,plugins/openlibrary/tests/test_lists.py,plugins/openlibrary/tests/,30,33
848ea8bada7c25b9eeee84f8609318bb,4,plugins/openlibrary/tests/test_lists.py,plugins/openlibrary/tests/,11,14
153c8c57712f599e34cd26b6d8c59777,4,plugins/openlibrary/api.py,plugins/openlibrary/,404,408
153c8c57712f599e34cd26b6d8c59777,4,plugins/openlibrary/api.py,plugins/openlibrary/,359,363
7e4e6b554d070f33a956303140bcb49e,4,admin/numbers.py,admin/,110,113
7e4e6b554d070f33a956303140bcb49e,4,admin/numbers.py,admin/,90,93
5753230e4e543b91dffce7ad9934b733,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,420,423
5753230e4e543b91dffce7ad9934b733,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,371,374
5753230e4e543b91dffce7ad9934b733,4,catalog/add_book/tests/test_add_book.py,catalog/add_book/tests/,357,360
e21123337479cbf93384cd0d1fcf8342,4,plugins/openlibrary/connection.py,plugins/openlibrary/,461,464
e21123337479cbf93384cd0d1fcf8342,4,plugins/ol_infobase.py,plugins/,475,478
3c3720f909f4fc759af0b42175169fb8,4,tests/solr/updater/test_work.py,tests/solr/updater/,260,263
3c3720f909f4fc759af0b42175169fb8,4,tests/solr/updater/test_work.py,tests/solr/updater/,242,245
f2729e6dd5b278f9b78971afd0cc87e7,4,plugins/books/tests/test_dynlinks.py,plugins/books/tests/,112,115
f2729e6dd5b278f9b78971afd0cc87e7,4,plugins/books/tests/test_dynlinks.py,plugins/books/tests/,85,88
2d43b67774c7c576cbad7dc8024f458a,4,utils/tests/test_lcc.py,utils/tests/,116,121
2d43b67774c7c576cbad7dc8024f458a,4,utils/tests/test_ddc.py,utils/tests/,123,128
e05f3ff504260a26a818d454fcddef2c,4,core/models.py,core/,1102,1106
e05f3ff504260a26a818d454fcddef2c,4,core/models.py,core/,752,756
e05f3ff504260a26a818d454fcddef2c,4,core/lists/model.py,core/lists/,86,90
df7e3b1e3d1e3d2404b094c07ea9e389,4,plugins/upstream/tests/test_utils.py,plugins/upstream/tests/,65,69
df7e3b1e3d1e3d2404b094c07ea9e389,4,plugins/upstream/tests/test_utils.py,plugins/upstream/tests/,41,45
3df10abae6e0b355caa9c768a8f57d44,4,accounts/model.py,accounts/,601,604
3df10abae6e0b355caa9c768a8f57d44,4,accounts/model.py,accounts/,234,237
a2c0209eaf6ed7d59bcff65303c4330b,4,core/ratings.py,core/,217,220
a2c0209eaf6ed7d59bcff65303c4330b,4,core/bookshelves.py,core/,546,549
180daf2088b02bd282c5fb6f552c141d,4,catalog/marc/mnemonics.py,catalog/marc/,521,524
180daf2088b02bd282c5fb6f552c141d,4,catalog/marc/mnemonics.py,catalog/marc/,325,328
